pokedex_number,name,japanese_name,base_total,attack,defense,sp_attack,sp_defense,speed,hp,capture_rate,experience_growth,type1,type2,classification,generation,is_legendary,x,y
371,Bagon,Tatsubayタツベイ,300,75,60,40,30,50,45,45,1250000,dragon,,Rock Head Pokémon,3,0,-8.841493606567383,-18.149616241455078
372,Shelgon,Komoruuコモルー,420,95,100,60,50,50,65,45,1250000,dragon,,Endurance Pokémon,3,0,-10.290742874145508,1.676112413406372
373,Salamence,Bohmanderボーマンダ,700,145,130,120,90,120,95,45,1250000,dragon,flying,Dragon Pokémon,3,0,19.514541625976562,32.83539962768555
374,Beldum,Dumbberダンバル,300,55,80,35,60,30,40,3,1250000,steel,psychic,Iron Ball Pokémon,3,0,-4.953641414642334,-21.136869430541992
375,Metang,Metangメタング,420,75,100,55,80,50,60,3,1250000,steel,psychic,Iron Claw Pokémon,3,0,-12.89295768737793,0.40549400448799133
376,Metagross,Metagrossメタグロス,700,145,150,105,110,110,80,3,1250000,steel,psychic,Iron Leg Pokémon,3,0,19.018985748291016,33.537593841552734
377,Regirock,Regirockレジロック,580,100,200,50,100,50,80,3,1250000,rock,,Rock Peak Pokémon,3,1,-27.668800354003906,13.078126907348633
378,Regice,Regiceレジアイス,580,50,100,100,200,50,80,3,1250000,ice,,Iceberg Pokémon,3,1,-1.4348530769348145,29.27397346496582
379,Registeel,Registeelレジスチル,580,75,150,75,150,50,80,3,1250000,steel,,Iron Pokémon,3,1,-22.37432861328125,1.7669925689697266
380,Latias,Latiasラティアス,700,100,120,140,150,110,80,3,1250000,dragon,psychic,Eon Pokémon,3,1,19.05451774597168,25.73148536682129
381,Latios,Latiosラティオス,700,130,100,160,120,110,80,3,1250000,dragon,psychic,Eon Pokémon,3,1,22.022178649902344,25.36223602294922
382,Kyogre,Kyogreカイオーガ,770,150,90,180,160,90,100,3,1250000,water,,Sea Basin Pokémon,3,1,23.33515167236328,26.145681381225586
383,Groudon,Groudonグラードン,770,180,160,150,90,90,100,3,1250000,ground,,Continent Pokémon,3,1,20.60529327392578,33.438262939453125
384,Rayquaza,Rayquazaレックウザ,780,180,100,180,100,115,105,45,1250000,dragon,flying,Sky High Pokémon,3,1,24.782241821289062,26.579853057861328
385,Jirachi,Jirachiジラーチ,600,100,100,100,100,100,100,3,1250000,steel,psychic,Wish Pokémon,3,1,12.726881980895996,28.268306732177734
386,Deoxys,Deoxysデオキシス,600,95,90,95,90,180,50,3,1250000,psychic,,DNA Pokémon,3,1,23.903623580932617,6.0114827156066895
387,Turtwig,Naetleナエトル,318,68,64,45,55,31,55,45,1059860,grass,,Tiny Leaf Pokémon,4,0,-7.69691801071167,-22.744060516357422
388,Grotle,Hayashigameハヤシガメ,405,89,85,55,65,36,75,45,1059860,grass,,Grove Pokémon,4,0,-9.408597946166992,4.3600754737854
389,Torterra,Dodaitoseドダイトス,525,109,105,75,85,56,95,45,1059860,grass,ground,Continent Pokémon,4,0,-18.238298416137695,14.445258140563965
390,Chimchar,Hikozaruヒコザル,309,58,44,58,44,61,44,45,1059860,fire,,Chimp Pokémon,4,0,2.49153470993042,-34.194435119628906
391,Monferno,Moukazaruモウカザル,405,78,52,78,52,81,64,45,1059860,fire,fighting,Playful Pokémon,4,0,14.32368278503418,-4.899003505706787
392,Infernape,Goukazaruゴウカザル,534,104,71,104,71,108,76,45,1059860,fire,fighting,Flame Pokémon,4,0,14.391753196716309,10.759099006652832
393,Piplup,Pochamaポッチャマ,314,51,53,61,56,40,53,45,1059860,water,,Penguin Pokémon,4,0,1.3785407543182373,-22.592918395996094
394,Prinplup,Pottaishiポッタイシ,405,66,68,81,76,50,64,45,1059860,water,,Penguin Pokémon,4,0,-4.55058479309082,-0.10705684125423431
395,Empoleon,Emperteエンペルト,530,86,88,111,101,60,84,45,1059860,water,steel,Emperor Pokémon,4,0,1.3737622499465942,21.22276496887207
396,Starly,Mukkuruムックル,245,55,30,30,30,60,40,255,1059860,normal,flying,Starling Pokémon,4,0,-4.72292423248291,-37.49277877807617
397,Staravia,Mukubirdムクバード,340,75,50,40,40,80,55,120,1059860,normal,flying,Starling Pokémon,4,0,-2.460275411605835,-14.064120292663574
398,Staraptor,Mukuhawkムクホーク,485,120,70,50,60,100,85,45,1059860,normal,flying,Predator Pokémon,4,0,4.382105350494385,7.147364139556885
399,Bidoof,Bippaビッパ,250,45,40,35,40,31,59,255,1000000,normal,,Plump Mouse Pokémon,4,0,-13.181151390075684,-36.41758346557617
400,Bibarel,Beadaruビーダル,410,85,60,55,60,71,79,127,1000000,normal,water,Beaver Pokémon,4,0,-1.1100409030914307,-5.207571029663086
401,Kricketot,Korobohshiコロボーシ,194,25,41,25,41,25,37,255,1059860,bug,,Cricket Pokémon,4,0,-13.176966667175293,-42.05400085449219
402,Kricketune,Korotockコロトック,384,85,51,55,51,65,77,45,1059860,bug,,Cricket Pokémon,4,0,-1.9835149049758911,-6.521052837371826
403,Shinx,Kolinkコリンク,263,65,34,40,34,45,45,235,1059860,electric,,Flash Pokémon,4,0,-9.464545249938965,-34.63364791870117
404,Luxio,Luxioルクシオ,363,85,49,60,49,60,60,120,1059860,electric,,Spark Pokémon,4,0,-4.169055938720703,-11.139007568359375
405,Luxray,Rentorarレントラー,523,120,79,95,79,70,80,45,1059860,electric,,Gleam Eyes Pokémon,4,0,10.480618476867676,17.227083206176758
406,Budew,Subomieスボミー,280,30,35,50,70,55,40,255,1059860,grass,poison,Bud Pokémon,4,0,6.407278060913086,-30.04213523864746
407,Roserade,Roseradeロズレイド,515,70,65,125,105,90,60,75,1059860,grass,poison,Bouquet Pokémon,4,0,21.555715560913086,11.9497652053833
408,Cranidos,Zugaidosズガイドス,350,125,40,30,30,58,67,45,600000,rock,,Head Butt Pokémon,4,0,-11.935046195983887,-19.00171661376953
409,Rampardos,Rampaldラムパルド,495,165,60,65,50,58,97,45,600000,rock,,Head Butt Pokémon,4,0,-14.766075134277344,18.791471481323242
410,Shieldon,Tatetopsタテトプス,350,42,118,42,88,30,30,45,600000,rock,steel,Shield Pokémon,4,0,-17.399559020996094,-3.507884979248047
411,Bastiodon,Toridepsトリデプス,495,52,168,47,138,30,60,45,600000,rock,steel,Shield Pokémon,4,0,-21.175806045532227,0.2503063380718231
412,Burmy,Minomucchiミノムッチ,224,29,45,29,45,36,40,120,1000000,bug,,Bagworm Pokémon,4,0,-12.514396667480469,-42.115623474121094
413,Wormadam,Minomadam (kusaki No Mino)ミノマダム,424,69,95,69,95,36,60,45,1000000,bug,grass,Bagworm Pokémon,4,0,-12.514463424682617,-0.819579541683197
414,Mothim,Gamaleガーメイル,424,94,50,94,50,66,70,45,1000000,bug,flying,Moth Pokémon,4,0,10.604873657226562,-7.337838649749756
415,Combee,Mitsuhoneyミツハニー,244,30,42,30,42,70,30,120,1059860,bug,flying,Tiny Bee Pokémon,4,0,-4.404979228973389,-40.57497024536133
416,Vespiquen,Beequenビークイン,474,80,102,80,102,40,70,45,1059860,bug,flying,Beehive Pokémon,4,0,-16.88201332092285,5.311404228210449
417,Pachirisu,Pachirisuパチリス,405,45,70,45,90,95,60,200,1000000,electric,,EleSquirrel Pokémon,4,0,6.667202472686768,-3.556889533996582
418,Buizel,Buoyselブイゼル,330,65,35,60,30,85,55,190,1000000,water,,Sea Weasel Pokémon,4,0,1.911376714706421,-37.156578063964844
419,Floatzel,Floazelフローゼル,495,105,55,85,50,115,85,75,1000000,water,,Sea Weasel Pokémon,4,0,11.648378372192383,7.826843738555908
420,Cherubi,Cherinboチェリンボ,275,35,45,62,53,35,45,190,1000000,grass,,Cherry Pokémon,4,0,4.644556999206543,-25.852275848388672
421,Cherrim,Cherrimチェリム,450,60,70,87,78,85,70,75,1000000,grass,,Blossom Pokémon,4,0,15.119819641113281,1.3484441041946411
422,Shellos,Karanakushiカラナクシ,325,48,48,57,62,34,76,190,1000000,water,,Sea Slug Pokémon,4,0,4.1195068359375,-20.759790420532227
423,Gastrodon,Tritodonトリトドン,475,83,68,92,82,39,111,75,1000000,water,ground,Sea Slug Pokémon,4,0,-3.3705759048461914,16.464366912841797
424,Ambipom,Etebothエテボース,482,100,66,60,66,115,75,45,800000,normal,,Long Tail Pokémon,4,0,8.474173545837402,5.0444769859313965
425,Drifloon,Fuwanteフワンテ,348,50,34,60,44,70,90,125,1640000,ghost,flying,Balloon Pokémon,4,0,11.497137069702148,-35.198421478271484
426,Drifblim,Fuwarideフワライド,498,80,44,90,54,80,150,60,1640000,ghost,flying,Blimp Pokémon,4,0,-1.0108017921447754,11.004569053649902
427,Buneary,Mimirolミミロル,350,66,44,44,56,85,55,190,1000000,normal,,Rabbit Pokémon,4,0,-0.19089195132255554,-11.63770866394043
428,Lopunny,Mimilopミミロップ,580,136,94,54,96,135,65,60,1000000,normal,,Rabbit Pokémon,4,0,12.24063491821289,35.88396453857422
429,Mismagius,Mumargiムウマージ,495,60,60,105,105,105,60,45,800000,ghost,,Magical Pokémon,4,0,21.49361801147461,10.030426979064941
430,Honchkrow,Dongkarasuドンカラス,505,125,52,105,52,71,100,30,1059860,dark,flying,Big Boss Pokémon,4,0,11.4845552444458,14.149746894836426
431,Glameow,Nyarmarニャルマー,310,55,42,42,37,85,49,190,800000,normal,,Catty Pokémon,4,0,0.39092469215393066,-38.623592376708984
432,Purugly,Bunyattoブニャット,452,82,64,64,59,112,71,75,800000,normal,,Tiger Cat Pokémon,4,0,9.748294830322266,4.0080695152282715
433,Chingling,Lisyanリーシャン,285,30,50,65,50,45,45,120,800000,psychic,,Bell Pokémon,4,0,4.568078994750977,-26.65898323059082
434,Stunky,Skunpuuスカンプー,329,63,47,41,41,74,63,225,1000000,poison,dark,Skunk Pokémon,4,0,-0.8857578039169312,-13.518379211425781
435,Skuntank,Skutankスカタンク,479,93,67,71,61,84,103,60,1000000,poison,dark,Skunk Pokémon,4,0,1.4787633419036865,12.634674072265625
436,Bronzor,Dohmirrorドーミラー,300,24,86,24,86,23,57,255,1000000,steel,psychic,Bronze Pokémon,4,0,-15.745125770568848,-6.236523628234863
437,Bronzong,Dohtakunドータクン,500,89,116,79,116,33,67,90,1000000,steel,psychic,Bronze Bell Pokémon,4,0,-18.720016479492188,4.244361877441406
438,Bonsly,Usohachiウソハチ,290,80,95,10,45,10,50,255,1000000,rock,,Bonsai Pokémon,4,0,-18.418140411376953,-16.276012420654297
439,Mime Jr.,Maneneマネネ,310,25,45,70,90,60,20,145,1000000,psychic,fairy,Mime Pokémon,4,0,9.385422706604004,-29.191207885742188
440,Happiny,Pinpukuピンプク,220,5,5,15,65,30,100,130,800000,normal,,Playhouse Pokémon,4,0,-18.3514404296875,-37.42247772216797
441,Chatot,Perapペラップ,411,65,45,92,42,91,76,30,1059860,normal,flying,Music Note Pokémon,4,0,17.299421310424805,-4.84575891494751
442,Spiritomb,Mikarugeミカルゲ,485,92,108,92,108,35,50,100,1000000,ghost,dark,Forbidden Pokémon,4,0,-18.25275230407715,4.8483381271362305
443,Gible,Fukamaruフカマル,300,70,45,40,45,42,58,45,1250000,dragon,ground,Land Shark Pokémon,4,0,-9.743979454040527,-24.205766677856445
444,Gabite,Gabiteガバイト,410,90,65,50,55,82,68,45,1250000,dragon,ground,Cave Pokémon,4,0,0.16155953705310822,-4.485291957855225
445,Garchomp,Gaburiasガブリアス,700,170,115,120,95,92,108,45,1250000,dragon,ground,Mach Pokémon,4,0,19.69473648071289,31.94032096862793
446,Munchlax,Gonbeゴンベ,390,85,40,40,85,5,135,50,1250000,normal,,Big Eater Pokémon,4,0,-7.951114654541016,12.132196426391602
447,Riolu,Rioluリオル,285,70,40,35,40,60,40,75,1059860,fighting,,Emanation Pokémon,4,0,-7.769780158996582,-32.604373931884766
448,Lucario,Lucarioルカリオ,625,145,88,140,70,112,70,45,1059860,fighting,steel,Aura Pokémon,4,0,24.346113204956055,21.32998275756836
449,Hippopotas,Hippopotasヒポポタス,330,72,78,38,42,32,68,140,1250000,ground,,Hippo Pokémon,4,0,-15.938337326049805,-18.258432388305664
450,Hippowdon,Kabaldonカバルドン,525,112,118,68,72,47,108,60,1250000,ground,,Heavyweight Pokémon,4,0,-20.676239013671875,14.935441970825195
451,Skorupi,Scorupiスコルピ,330,50,90,30,55,65,40,120,1250000,poison,bug,Scorpion Pokémon,4,0,-11.9796724319458,-15.482648849487305
452,Drapion,Dorapionドラピオン,500,90,110,60,75,95,70,45,1250000,poison,dark,Ogre Scorp Pokémon,4,0,-18.887435913085938,22.05517578125
453,Croagunk,Gureggruグレッグル,300,61,40,61,40,50,48,140,1000000,poison,fighting,Toxic Mouth Pokémon,4,0,8.674030303955078,-23.304147720336914
454,Toxicroak,Dokurogドクロッグ,490,106,65,86,65,85,83,75,1000000,poison,fighting,Toxic Mouth Pokémon,4,0,10.348028182983398,11.025430679321289
455,Carnivine,Muskippaマスキッパ,454,100,72,90,72,46,74,200,1250000,grass,,Bug Catcher Pokémon,4,0,7.563088893890381,15.679082870483398
456,Finneon,Keikouoケイコウオ,330,49,56,49,61,66,49,190,600000,water,,Wing Fish Pokémon,4,0,0.028638673946261406,-30.58815574645996
457,Lumineon,Neolantネオラント,460,69,76,69,86,91,69,75,600000,water,,Neon Pokémon,4,0,5.712095260620117,-1.4284436702728271
458,Mantyke,Tamantaタマンタ,345,20,50,60,120,50,45,25,1250000,water,flying,Kite Pokémon,4,0,10.504013061523438,-28.266372680664062
459,Snover,Yukikaburiユキカブリ,334,62,50,62,60,40,60,120,1250000,grass,ice,Frosted Tree Pokémon,4,0,2.1815438270568848,-21.21660804748535
460,Abomasnow,Yukinoohユキノオー,594,132,105,132,105,30,90,60,1250000,grass,ice,Frosted Tree Pokémon,4,0,14.14113712310791,21.632349014282227
461,Weavile,Manyulaマニューラ,510,120,65,45,85,125,70,45,1059860,dark,ice,Sharp Claw Pokémon,4,0,4.422961711883545,3.642993688583374
462,Magnezone,Jibacoilジバコイル,535,70,115,130,90,60,70,30,1000000,electric,steel,Magnet Area Pokémon,4,0,4.562356948852539,20.764408111572266
463,Lickilicky,Berobeltベロベルト,515,85,95,80,95,50,110,30,1000000,normal,,Licking Pokémon,4,0,-2.2487666606903076,16.972946166992188
464,Rhyperior,Dosidonドサイドン,535,140,130,55,55,40,115,30,1250000,ground,rock,Drill Pokémon,4,0,-23.05620574951172,16.586986541748047
465,Tangrowth,Mojumboモジャンボ,535,100,125,110,50,50,100,30,1000000,grass,,Vine Pokémon,4,0,-20.02919578552246,10.80298137664795
466,Electivire,Elekibleエレキブル,540,123,67,95,85,95,75,30,1000000,electric,,Thunderbolt Pokémon,4,0,14.390885353088379,15.321297645568848
467,Magmortar,Booburnブーバーン,540,95,67,125,95,83,75,30,1000000,fire,,Blast Pokémon,4,0,18.379480361938477,17.644563674926758
468,Togekiss,Togekissトゲキッス,545,50,95,120,115,80,85,30,800000,fairy,flying,Jubilee Pokémon,4,0,1.5853831768035889,25.594011306762695
469,Yanmega,Megayanmaメガヤンマ,515,76,86,116,56,95,86,30,1000000,bug,flying,Ogre Darner Pokémon,4,0,17.285154342651367,5.904389381408691
470,Leafeon,Leafiaリーフィア,525,110,130,60,65,95,65,45,1000000,grass,,Verdant Pokémon,4,0,-20.05491065979004,21.151470184326172
471,Glaceon,Glaciaグレイシア,525,60,110,130,95,65,65,45,1000000,ice,,Fresh Snow Pokémon,4,0,4.920331001281738,20.970125198364258
472,Gliscor,Glionグライオン,510,95,125,45,75,95,75,30,1059860,ground,flying,Fang Scorp Pokémon,4,0,-19.484575271606445,22.365266799926758
473,Mamoswine,Mammooマンムー,530,130,80,70,60,80,110,50,1250000,ice,ground,Twin Tusk Pokémon,4,0,-12.702474594116211,19.131574630737305
474,Porygon-Z,Porygon-zポリゴンＺ,535,80,70,135,75,90,85,30,1000000,normal,,Virtual Pokémon,4,0,19.778284072875977,17.279949188232422
475,Gallade,Erureidoエルレイド,618,165,95,65,115,110,68,45,1250000,psychic,fighting,Blade Pokémon,4,0,14.334248542785645,35.500797271728516
476,Probopass,Dainoseダイノーズ,525,55,145,75,150,40,60,60,1000000,rock,steel,Compass Pokémon,4,0,-21.830923080444336,1.350743293762207
477,Dusknoir,Yonoirヨノワール,525,100,135,65,135,45,45,45,800000,ghost,,Gripper Pokémon,4,0,-21.092287063598633,3.0676205158233643
478,Froslass,Yukimenokoユキメノコ,480,80,70,80,70,110,70,75,1000000,ice,ghost,Snow Land Pokémon,4,0,12.713017463684082,5.131295204162598
479,Rotom,Rotomロトム,520,65,107,105,107,86,50,45,1000000,electric,ghost,Plasma Pokémon,4,0,6.313485145568848,24.707916259765625
480,Uxie,Yuxieユクシー,580,75,130,75,130,95,75,3,1250000,psychic,,Knowledge Pokémon,4,1,6.96914529800415,27.563446044921875
481,Mesprit,Emritエムリット,580,105,105,105,105,80,80,3,1250000,psychic,,Emotion Pokémon,4,1,14.14804744720459,25.924837112426758
482,Azelf,Agnomeアグノム,580,125,70,125,70,115,75,3,1250000,psychic,,Willpower Pokémon,4,1,22.636716842651367,19.60359001159668
483,Dialga,Dialgaディアルガ,680,120,120,150,100,90,100,3,1250000,steel,dragon,Temporal Pokémon,4,1,20.52395248413086,26.92854881286621
484,Palkia,Palkiaパルキア,680,120,100,150,120,100,90,3,1250000,water,dragon,Spatial Pokémon,4,1,21.28725242614746,25.742067337036133
485,Heatran,Heatranヒードラン,600,90,106,130,106,77,91,3,1250000,fire,steel,Lava Dome Pokémon,4,1,16.081859588623047,24.040117263793945
486,Regigigas,Regigigasレジギガス,670,160,110,80,110,100,110,3,1250000,normal,,Colossal Pokémon,4,1,16.53236961364746,33.46187973022461
487,Giratina,Giratina (another Forme)ギラティナ,680,120,100,120,100,90,150,3,1250000,ghost,dragon,Renegade Pokémon,4,1,22.822633743286133,30.294858932495117
488,Cresselia,Cresseliaクレセリア,600,70,120,75,130,85,120,3,1250000,psychic,,Lunar Pokémon,4,1,6.901357173919678,29.21983528137207
489,Phione,Phioneフィオネ,480,80,80,80,80,80,80,30,1250000,water,,Sea Drifter Pokémon,4,0,4.619387149810791,11.82659912109375
490,Manaphy,Manaphyマナフィ,600,100,100,100,100,100,100,3,1250000,water,,Seafaring Pokémon,4,1,11.946008682250977,27.861059188842773
491,Darkrai,Darkraiダークライ,600,90,90,135,90,125,70,3,1250000,dark,,Pitch-Black Pokémon,4,1,22.492069244384766,15.912559509277344
492,Shaymin,Shaymin (sky Forme)シェイミ,600,103,75,120,75,127,100,45,1059860,grass,grass,Gratitude Pokémon,4,1,18.730653762817383,15.398165702819824
493,Arceus,Arceusアルセウス,720,120,120,120,120,120,120,3,1250000,normal,,Alpha Pokémon,4,1,20.373849868774414,29.616878509521484
494,Victini,Victiniビクティニ,600,100,100,100,100,100,100,3,1250000,psychic,fire,Victory Pokémon,5,1,12.181305885314941,28.259424209594727
495,Snivy,Tsutarjaツタージャ,308,45,55,45,55,63,45,45,1059860,grass,,Grass Snake Pokémon,5,0,-0.5639349222183228,-31.302886962890625
496,Servine,Janovyジャノビー,413,60,75,60,75,83,60,45,1059860,grass,,Grass Snake Pokémon,5,0,5.251183986663818,-2.690695285797119
497,Serperior,Jalordaジャローダ,528,75,95,75,95,113,75,45,1059860,grass,,Regal Pokémon,5,0,21.10439682006836,5.287417411804199
498,Tepig,Pokabuポカブ,308,63,45,45,45,45,65,45,1059860,fire,,Fire Pig Pokémon,5,0,-9.087203979492188,-24.063600540161133
499,Pignite,Chaobooチャオブー,418,93,55,70,55,55,90,45,1059860,fire,fighting,Fire Pig Pokémon,5,0,-2.890568733215332,-5.129340171813965
500,Emboar,Enbuohエンブオー,528,123,65,100,65,65,110,45,1059860,fire,fighting,Mega Fire Pig Pokémon,5,0,11.457627296447754,14.550098419189453
501,Oshawott,Mijumaruミジュマル,308,55,45,63,45,45,55,45,1059860,water,,Sea Otter Pokémon,5,0,7.316919326782227,-23.154104232788086
502,Dewott,Futachimaruフタチマル,413,75,60,83,60,60,75,45,1059860,water,,Discipline Pokémon,5,0,8.51833438873291,-6.830260753631592
503,Samurott,Daikenkiダイケンキ,528,100,85,108,70,70,95,45,1059860,water,,Formidable Pokémon,5,0,10.062423706054688,15.824228286743164
504,Patrat,Minezumiミネズミ,255,55,39,35,39,42,45,255,1000000,normal,,Scout Pokémon,5,0,-9.32117748260498,-35.73501968383789
505,Watchog,Miruhogミルホッグ,420,85,69,60,69,77,60,255,1000000,normal,,Lookout Pokémon,5,0,0.8546274900436401,-1.546377420425415
506,Lillipup,Yorterrieヨーテリー,275,60,45,25,45,55,45,255,1059860,normal,,Puppy Pokémon,5,0,-6.912284851074219,-33.914485931396484
507,Herdier,Herderrieハーデリア,370,80,65,35,65,60,65,120,1059860,normal,,Loyal Dog Pokémon,5,0,-7.806558609008789,-12.935738563537598
508,Stoutland,Moolandムーランド,500,110,90,45,90,80,85,45,1059860,normal,,Big-Hearted Pokémon,5,0,-10.599396705627441,17.625316619873047
509,Purrloin,Choronekoチョロネコ,281,50,37,50,37,66,41,255,1000000,dark,,Devious Pokémon,5,0,-0.030111385509371758,-35.957176208496094
510,Liepard,Lepardasレパルダス,446,88,50,88,50,106,64,90,1000000,dark,,Cruel Pokémon,5,0,14.068406105041504,6.430461883544922
511,Pansage,Yanappuヤナップ,316,53,48,53,48,64,50,190,1000000,grass,,Grass Monkey Pokémon,5,0,1.1024836301803589,-33.39561462402344
512,Simisage,Yanakkieヤナッキー,498,98,63,98,63,101,75,75,1000000,grass,,Thorn Monkey Pokémon,5,0,13.864151000976562,9.084542274475098
513,Pansear,Baoppuバオップ,316,53,48,53,48,64,50,190,1000000,fire,,High Temp Pokémon,5,0,1.1381807327270508,-32.93397903442383
514,Simisear,Baokkieバオッキー,498,98,63,98,63,101,75,75,1000000,fire,,Ember Pokémon,5,0,13.471508979797363,9.253924369812012
515,Panpour,Hiyappuヒヤップ,316,53,48,53,48,64,50,190,1000000,water,,Spray Pokémon,5,0,1.5043373107910156,-33.337039947509766
516,Simipour,Hiyakkieヒヤッキー,498,98,63,98,63,101,75,75,1000000,water,,Geyser Pokémon,5,0,13.66848087310791,9.605774879455566
517,Munna,Munnaムンナ,292,25,45,67,55,24,76,190,800000,psychic,,Dream Eater Pokémon,5,0,4.814749240875244,-22.589643478393555
518,Musharna,Musharnaムシャーナ,487,55,85,107,95,29,116,75,800000,psychic,,Drowsing Pokémon,5,0,-2.8618648052215576,18.94530487060547
519,Pidove,Mamepatoマメパト,264,55,50,36,30,43,50,255,1059860,normal,flying,Tiny Pigeon Pokémon,5,0,-8.5173921585083,-36.199459075927734
520,Tranquill,Hatobohハトーボー,358,77,62,50,42,65,62,120,1059860,normal,flying,Wild Pigeon Pokémon,5,0,-3.1967477798461914,-11.89846134185791
521,Unfezant,Kenhallowケンホロウ,488,115,80,65,55,93,80,45,1059860,normal,flying,Proud Pokémon,5,0,5.019158840179443,7.725713729858398
522,Blitzle,Shimamaシママ,295,60,32,50,32,76,45,190,1000000,electric,,Electrified Pokémon,5,0,1.1018812656402588,-37.2407341003418
523,Zebstrika,Zebraikaゼブライカ,497,100,63,80,63,116,75,75,1000000,electric,,Thunderbolt Pokémon,5,0,11.017715454101562,6.650520324707031
524,Roggenrola,Dangoroダンゴロ,280,75,85,25,25,15,55,255,1059860,rock,,Mantle Pokémon,5,0,-17.6024227142334,-16.08165168762207
525,Boldore,Gantleガントル,390,105,105,50,40,20,70,120,1059860,rock,,Ore Pokémon,5,0,-18.927963256835938,-12.334847450256348
526,Gigalith,Gigaiathギガイアス,515,135,130,60,80,25,85,45,1059860,rock,,Compressed Pokémon,5,0,-23.388254165649414,14.83909797668457
527,Woobat,Koromoriコロモリ,323,45,43,55,43,72,65,190,1000000,psychic,flying,Bat Pokémon,5,0,9.987284660339355,-35.54877853393555
528,Swoobat,Kokoromoriココロモリ,425,57,55,77,55,114,67,45,1000000,psychic,flying,Courting Pokémon,5,0,18.36658477783203,-0.7043488621711731
529,Drilbur,Mogurewモグリュー,328,85,40,30,45,68,60,120,1000000,ground,,Mole Pokémon,5,0,-4.415176868438721,-15.173171043395996
530,Excadrill,Doryuzuドリュウズ,508,135,60,50,65,88,110,60,1000000,ground,steel,Subterrene Pokémon,5,0,-12.880624771118164,20.064586639404297
531,Audino,Tabunneタブンネ,545,60,126,80,126,50,103,255,800000,normal,,Hearing Pokémon,5,0,5.4453511238098145,29.146499633789062
532,Timburr,Dokkorerドッコラー,305,80,55,25,35,35,75,180,1059860,fighting,,Muscular Pokémon,5,0,-12.801420211791992,-22.24171257019043
533,Gurdurr,Dotekkotsuドテッコツ,405,105,85,40,50,40,85,90,1059860,fighting,,Muscular Pokémon,5,0,-10.480944633483887,6.604621410369873
534,Conkeldurr,Roubushinローブシン,505,140,95,55,65,45,105,45,1059860,fighting,,Muscular Pokémon,5,0,-15.7029390335083,16.707775115966797
535,Tympole,Otamaroオタマロ,294,50,40,50,40,64,50,255,1059860,water,,Tadpole Pokémon,5,0,0.23633699119091034,-34.94022750854492
536,Palpitoad,Gamagaruガマガル,384,65,55,65,55,69,75,120,1059860,water,ground,Vibration Pokémon,5,0,2.7577929496765137,-13.274895668029785
537,Seismitoad,Gamagerogeガマゲロゲ,509,95,75,85,75,74,105,45,1059860,water,ground,Vibration Pokémon,5,0,0.9474771022796631,13.717832565307617
538,Throh,Nagekiナゲキ,465,100,85,30,85,45,120,45,1000000,fighting,,Judo Pokémon,5,0,-11.120327949523926,12.332992553710938
539,Sawk,Dagekiダゲキ,465,125,75,30,75,85,75,45,1000000,fighting,,Karate Pokémon,5,0,-10.365602493286133,21.15694236755371
540,Sewaddle,Kurumiruクルミル,310,53,70,40,60,42,45,255,1059860,bug,grass,Sewing Pokémon,5,0,-3.9820504188537598,-22.71218490600586
541,Swadloon,Kurumayuクルマユ,380,63,90,50,80,42,55,120,1059860,bug,grass,Leaf-Wrapped Pokémon,5,0,-13.720149993896484,-1.126505970954895
542,Leavanny,Hahakomoriハハコモリ,500,103,80,70,80,92,75,45,1059860,bug,grass,Nurturing Pokémon,5,0,7.342340469360352,8.31148624420166
543,Venipede,Fushideフシデ,260,45,59,30,39,57,30,255,1059860,bug,poison,Centipede Pokémon,5,0,-4.488409519195557,-35.01031494140625
544,Whirlipede,Wheegaホイーガ,360,55,99,40,79,47,40,120,1059860,bug,poison,Curlipede Pokémon,5,0,-15.310941696166992,-2.8484559059143066
545,Scolipede,Pendrorペンドラー,485,100,89,55,69,112,60,45,1059860,bug,poison,Megapede Pokémon,5,0,4.110459804534912,5.151535987854004
546,Cottonee,Monmenモンメン,280,27,60,37,50,66,40,190,1000000,grass,fairy,Cotton Puff Pokémon,5,0,-2.8998796939849854,-33.4863166809082
547,Whimsicott,Elfuunエルフーン,480,67,85,77,75,116,60,75,1000000,grass,fairy,Windveiled Pokémon,5,0,20.10051155090332,4.46004056930542
548,Petilil,Churineチュリネ,280,35,50,70,50,30,45,190,1000000,grass,,Bulb Pokémon,5,0,4.620968818664551,-25.127248764038086
549,Lilligant,Dredearドレディア,480,60,75,110,75,90,70,75,1000000,grass,,Flowering Pokémon,5,0,16.960838317871094,3.7978644371032715
550,Basculin,Bassraoバスラオ,460,92,65,80,55,98,70,25,1000000,water,,Hostile Pokémon,5,0,12.691755294799805,7.0889739990234375
551,Sandile,Megurocoメグロコ,292,72,35,35,35,65,50,180,1059860,ground,dark,Desert Croc Pokémon,5,0,-8.167007446289062,-32.10186767578125
552,Krokorok,Waruvileワルビル,351,82,45,45,45,74,60,90,1059860,ground,dark,Desert Croc Pokémon,5,0,-3.4543495178222656,-13.848247528076172
553,Krookodile,Waruvialワルビアル,519,117,80,65,70,92,95,45,1059860,ground,dark,Intimidation Pokémon,5,0,-10.962227821350098,19.596105575561523
